,APR DRG Code,County,Weighted avg,Total Population,Median age,Number of Households,Median Income
7882,381,Tompkins,6915.45,104415,30.4,38986,56200
7883,381,Ulster,23693.65,180129,43.6,69662,61652
7884,381,Warren,16501.04,64701,46.2,27249,60222
7885,381,Wayne,11148.11,91442,43.6,36578,53693
7886,381,Westchester,53735.37,975321,40.6,345885,89968
7887,381,Wyoming,6107.75,40886,41.8,15686,55459
7888,381,Yates,12112.49,25083,41.7,9338,51758
7889,382,Albany,46790.08,308580,37.8,125376,62293
7890,382,Allegany,8026.81,47400,38.6,18124,45359
7891,382,Bronx,47817.93,1455846,33.6,495356,36593
7892,382,Broome,19878.3,196124,39.6,78821,49064
7893,382,Cattaraugus,12132.13,78175,41.7,31723,45571
7894,382,Cayuga,22071.51,78319,42.5,31428,54664
7895,382,Chautauqua,8623.09,130846,42.3,52983,44304
7896,382,Chemung,22175.5,86883,41.2,34664,51251
7897,382,Chenango,8391.8,48763,44.4,20373,48567
7898,382,Clinton,36823.63,81224,39.4,31680,52759
7899,382,Columbia,20550.58,61481,47.4,25470,61093
7900,382,Cortland,10947.76,48334,36.2,17925,52451
7901,382,Delaware,8507.7,45950,47,19098,47921
7902,382,Dutchess,52653.91,295685,41.8,107384,75585
7903,382,Erie,20198.44,923995,40.3,386371,54006
7904,382,Essex,8694.02,38233,46.7,15257,55294
7905,382,Franklin,22527.6,51054,40.5,18956,50733
7906,382,Fulton,24295.4,53955,43.4,22535,48033
7907,382,Genesee,10761.82,58537,43.2,23951,54033
7908,382,Herkimer,2958,62943,43.7,25187,49077
7909,382,Jefferson,28802.35,116567,31.9,43206,50322
7910,382,Kings,46977.2,2635121,34.8,944650,52782
7911,382,Lewis,4674.93,26845,41.8,10236,51475
7912,382,Livingston,20609.8,64373,40.4,24432,53654
7913,382,Madison,10552.46,71760,41.3,26307,58365
7914,382,Monroe,19627.43,748680,38.6,300496,55272
7915,382,Montgomery,34035.09,49500,41.1,19700,47449
7916,382,Nassau,64351,1363069,41.5,444136,105744
7917,382,New York,51414.4,1653877,37.1,758345,79781
7918,382,Niagara,11223.51,212675,43,87978,51656
7919,382,Oneida,33127.2,232324,41,90472,51316
7920,382,Onondaga,32963.42,467669,38.8,185840,57271
7921,382,Ontario,15181.18,109491,43.4,44269,61710
7922,382,Orange,45564.47,378174,36.9,126460,75146
7923,382,Orleans,8429.98,41584,42.8,16214,49223
7924,382,Oswego,13637.38,119833,39.8,45881,51755
7925,382,Otsego,17808.59,60750,42,23627,51254
7926,382,Putnam,45565.28,99464,43.8,34316,99608
7927,382,Queens,41876.07,2339280,38.3,777904,62008
7928,382,Rensselaer,16635.7,159800,39.9,64456,63166
7929,382,Richmond,48285.4,475948,39.9,166150,76244
7930,382,Rockland,52862.15,325027,36.2,99935,88571
7931,382,Saint Lawrence,12244.6,,,,
7932,382,Saratoga,33700.96,226632,42.3,93129,77548
7933,382,Schenectady,23024.16,155239,39.8,53825,61315
7934,382,Schuyler,5256.43,18112,45.7,7444,47810
7935,382,Steuben,12470.84,97539,42.4,40351,50157
7936,382,Suffolk,54606.92,1497595,41,489328,92838
7937,382,Sullivan,20563.92,75783,42.6,27679,53877
7938,382,Tompkins,12580.74,104415,30.4,38986,56200
7939,382,Ulster,29832.39,180129,43.6,69662,61652
7940,382,Warren,38274.85,64701,46.2,27249,60222
7941,382,Wayne,20309.98,91442,43.6,36578,53693
7942,382,Westchester,63537.74,975321,40.6,345885,89968
7943,382,Wyoming,1893.1,40886,41.8,15686,55459
7944,382,Yates,15590.64,25083,41.7,9338,51758
7945,383,Albany,16550.56,308580,37.8,125376,62293
7946,383,Allegany,7674.99,47400,38.6,18124,45359
7947,383,Bronx,23932.29,1455846,33.6,495356,36593
7948,383,Broome,13740.87,196124,39.6,78821,49064
7949,383,Cattaraugus,8623.3,78175,41.7,31723,45571
7950,383,Cayuga,12584.54,78319,42.5,31428,54664
7951,383,Chautauqua,8203.61,130846,42.3,52983,44304
7952,383,Chemung,12766.29,86883,41.2,34664,51251
7953,383,Chenango,16430.34,48763,44.4,20373,48567
7954,383,Clinton,18372.37,81224,39.4,31680,52759
7955,383,Columbia,12721.51,61481,47.4,25470,61093
7956,383,Cortland,8223.08,48334,36.2,17925,52451
7957,383,Delaware,9584.42,45950,47,19098,47921
7958,383,Dutchess,25914.1,295685,41.8,107384,75585
7959,383,Erie,12395.31,923995,40.3,386371,54006
7960,383,Essex,9015.08,38233,46.7,15257,55294
7961,383,Franklin,9695.03,51054,40.5,18956,50733
7962,383,Fulton,14195.46,53955,43.4,22535,48033
7963,383,Genesee,10935.42,58537,43.2,23951,54033
7964,383,Herkimer,9616.59,62943,43.7,25187,49077
7965,383,Jefferson,14859.32,116567,31.9,43206,50322
7966,383,Kings,21790.47,2635121,34.8,944650,52782
7967,383,Lewis,8587.74,26845,41.8,10236,51475
7968,383,Livingston,10488.05,64373,40.4,24432,53654
7969,383,Madison,11110.07,71760,41.3,26307,58365
7970,383,Monroe,10252.84,748680,38.6,300496,55272
7971,383,Montgomery,12975.27,49500,41.1,19700,47449
7972,383,Nassau,29001.79,1363069,41.5,444136,105744
7973,383,New York,29553.93,1653877,37.1,758345,79781
7974,383,Niagara,9711.78,212675,43,87978,51656
7975,383,Oneida,13086.76,232324,41,90472,51316
7976,383,Onondaga,16335.71,467669,38.8,185840,57271
7977,383,Ontario,9416.15,109491,43.4,44269,61710
7978,383,Orange,25691.1,378174,36.9,126460,75146
7979,383,Orleans,6602.1,41584,42.8,16214,49223
7980,383,Oswego,10658.39,119833,39.8,45881,51755
7981,383,Otsego,8642.41,60750,42,23627,51254
7982,383,Putnam,18564.98,99464,43.8,34316,99608
7983,383,Queens,23247.3,2339280,38.3,777904,62008
7984,383,Rensselaer,15181.68,159800,39.9,64456,63166
7985,383,Richmond,20951.52,475948,39.9,166150,76244
7986,383,Rockland,29383.94,325027,36.2,99935,88571
7987,383,Saint Lawrence,8434.79,,,,
7988,383,Saratoga,17649.86,226632,42.3,93129,77548
7989,383,Schenectady,17673.63,155239,39.8,53825,61315
7990,383,Schuyler,6641.53,18112,45.7,7444,47810
7991,383,Steuben,9390.57,97539,42.4,40351,50157
7992,383,Suffolk,30494.67,1497595,41,489328,92838
7993,383,Sullivan,18942.78,75783,42.6,27679,53877
7994,383,Tompkins,8027.21,104415,30.4,38986,56200
7995,383,Ulster,22712.97,180129,43.6,69662,61652
7996,383,Warren,15970.01,64701,46.2,27249,60222
7997,383,Wayne,12020.16,91442,43.6,36578,53693
7998,383,Westchester,22379.87,975321,40.6,345885,89968
7999,383,Wyoming,6857.65,40886,41.8,15686,55459
8000,383,Yates,7063.48,25083,41.7,9338,51758
8001,384,Albany,22630.13,308580,37.8,125376,62293
8002,384,Allegany,7975.99,47400,38.6,18124,45359
8003,384,Bronx,17350.81,1455846,33.6,495356,36593
8004,384,Broome,13816.46,196124,39.6,78821,49064
8005,384,Cattaraugus,11001.93,78175,41.7,31723,45571
8006,384,Cayuga,14050.93,78319,42.5,31428,54664
8007,384,Chautauqua,6785.47,130846,42.3,52983,44304
8008,384,Chemung,13789.61,86883,41.2,34664,51251
8009,384,Chenango,13389.29,48763,44.4,20373,48567
8010,384,Clinton,16687.24,81224,39.4,31680,52759
8011,384,Columbia,11040.76,61481,47.4,25470,61093
8012,384,Cortland,10058.81,48334,36.2,17925,52451
8013,384,Delaware,10073.94,45950,47,19098,47921
8014,384,Dutchess,25302.05,295685,41.8,107384,75585
8015,384,Erie,14942.11,923995,40.3,386371,54006
8016,384,Essex,8938.51,38233,46.7,15257,55294
8017,384,Franklin,10812.64,51054,40.5,18956,50733
8018,384,Fulton,16837.73,53955,43.4,22535,48033
8019,384,Genesee,12198.2,58537,43.2,23951,54033
8020,384,Herkimer,8188.18,62943,43.7,25187,49077
8021,384,Jefferson,18076.18,116567,31.9,43206,50322
8022,384,Kings,16615.65,2635121,34.8,944650,52782
8023,384,Lewis,8500.79,26845,41.8,10236,51475
8024,384,Livingston,10786.48,64373,40.4,24432,53654
8025,384,Madison,9809.53,71760,41.3,26307,58365
8026,384,Monroe,12779.1,748680,38.6,300496,55272
8027,384,Montgomery,11882.46,49500,41.1,19700,47449
8028,384,Nassau,24122.75,1363069,41.5,444136,105744
8029,384,New York,22060.79,1653877,37.1,758345,79781
8030,384,Niagara,8856.67,212675,43,87978,51656
8031,384,Oneida,13601.95,232324,41,90472,51316
8032,384,Onondaga,19147.57,467669,38.8,185840,57271
8033,384,Ontario,11775.94,109491,43.4,44269,61710
8034,384,Orange,26406.84,378174,36.9,126460,75146
8035,384,Orleans,4395.72,41584,42.8,16214,49223
8036,384,Oswego,11584.07,119833,39.8,45881,51755
8037,384,Otsego,11113.11,60750,42,23627,51254
8038,384,Putnam,23125.01,99464,43.8,34316,99608
8039,384,Queens,15610.38,2339280,38.3,777904,62008
8040,384,Rensselaer,15805.21,159800,39.9,64456,63166
8041,384,Richmond,20263.82,475948,39.9,166150,76244
8042,384,Rockland,26238.05,325027,36.2,99935,88571
8043,384,Saint Lawrence,8623.75,,,,
8044,384,Saratoga,20511.76,226632,42.3,93129,77548
8045,384,Schenectady,18808.46,155239,39.8,53825,61315
8046,384,Schuyler,5497.84,18112,45.7,7444,47810
8047,384,Steuben,10174.89,97539,42.4,40351,50157
8048,384,Suffolk,28409.11,1497595,41,489328,92838
8049,384,Sullivan,16201.18,75783,42.6,27679,53877
8050,384,Tompkins,8499.85,104415,30.4,38986,56200
8051,384,Ulster,18092.18,180129,43.6,69662,61652
8052,384,Warren,14151.84,64701,46.2,27249,60222
8053,384,Wayne,11360,91442,43.6,36578,53693
8054,384,Westchester,21739.43,975321,40.6,345885,89968
8055,384,Wyoming,6456.17,40886,41.8,15686,55459
8056,384,Yates,9308.16,25083,41.7,9338,51758
8057,385,Albany,18178.21,308580,37.8,125376,62293
8058,385,Allegany,4951.21,47400,38.6,18124,45359
8059,385,Bronx,23598.03,1455846,33.6,495356,36593
8060,385,Broome,11045.13,196124,39.6,78821,49064
8061,385,Cattaraugus,7554.79,78175,41.7,31723,45571
8062,385,Cayuga,8676.29,78319,42.5,31428,54664
8063,385,Chautauqua,6616.12,130846,42.3,52983,44304
8064,385,Chemung,10088.87,86883,41.2,34664,51251
8065,385,Chenango,12849.94,48763,44.4,20373,48567
8066,385,Clinton,12336.31,81224,39.4,31680,52759
8067,385,Columbia,11108.69,61481,47.4,25470,61093
8068,385,Cortland,6151.26,48334,36.2,17925,52451
8069,385,Delaware,8507.75,45950,47,19098,47921
8070,385,Dutchess,26893.92,295685,41.8,107384,75585
8071,385,Erie,12173.16,923995,40.3,386371,54006
8072,385,Essex,8154.31,38233,46.7,15257,55294
8073,385,Franklin,10477.01,51054,40.5,18956,50733
8074,385,Fulton,10326.3,53955,43.4,22535,48033
8075,385,Genesee,8874.57,58537,43.2,23951,54033
8076,385,Herkimer,7158.6,62943,43.7,25187,49077
8077,385,Jefferson,13308.18,116567,31.9,43206,50322
8078,385,Kings,18425.65,2635121,34.8,944650,52782
8079,385,Lewis,5043.38,26845,41.8,10236,51475
8080,385,Livingston,7114.09,64373,40.4,24432,53654
8081,385,Madison,9152.85,71760,41.3,26307,58365
8082,385,Monroe,10817.26,748680,38.6,300496,55272
8083,385,Montgomery,9863.51,49500,41.1,19700,47449
8084,385,Nassau,24373.07,1363069,41.5,444136,105744
8085,385,New York,28418.21,1653877,37.1,758345,79781
8086,385,Niagara,7420.24,212675,43,87978,51656
8087,385,Oneida,10004.96,232324,41,90472,51316
8088,385,Onondaga,17740.9,467669,38.8,185840,57271
8089,385,Ontario,7140.59,109491,43.4,44269,61710
8090,385,Orange,23454.62,378174,36.9,126460,75146
8091,385,Orleans,4703.92,41584,42.8,16214,49223
8092,385,Oswego,7654.67,119833,39.8,45881,51755
8093,385,Otsego,10175.14,60750,42,23627,51254
8094,385,Putnam,17403.54,99464,43.8,34316,99608
8095,385,Queens,19847.89,2339280,38.3,777904,62008
8096,385,Rensselaer,11930.11,159800,39.9,64456,63166
8097,385,Richmond,19781.91,475948,39.9,166150,76244
8098,385,Rockland,23055.97,325027,36.2,99935,88571
8099,385,Saint Lawrence,8269.5,,,,
8100,385,Saratoga,15542.66,226632,42.3,93129,77548
8101,385,Schenectady,11771.61,155239,39.8,53825,61315
8102,385,Schuyler,5104.07,18112,45.7,7444,47810
8103,385,Steuben,7668.33,97539,42.4,40351,50157
8104,385,Suffolk,25348.54,1497595,41,489328,92838
8105,385,Sullivan,16276.2,75783,42.6,27679,53877
8106,385,Tompkins,7040.91,104415,30.4,38986,56200
8107,385,Ulster,19278.87,180129,43.6,69662,61652
8108,385,Warren,12854.52,64701,46.2,27249,60222
8109,385,Wayne,10775.23,91442,43.6,36578,53693
8110,385,Westchester,22372.2,975321,40.6,345885,89968
8111,385,Wyoming,3885.95,40886,41.8,15686,55459
8112,385,Yates,6807.75,25083,41.7,9338,51758
8113,401,Albany,49372.32,308580,37.8,125376,62293
8114,401,Bronx,73905.88,1455846,33.6,495356,36593
8115,401,Broome,35655.4,196124,39.6,78821,49064
8116,401,Chemung,39223.18,86883,41.2,34664,51251
8117,401,Columbia,13940.89,61481,47.4,25470,61093
8118,401,Dutchess,48666.97,295685,41.8,107384,75585
8119,401,Erie,46875.95,923995,40.3,386371,54006
8120,401,Fulton,26535.36,53955,43.4,22535,48033
8121,401,Jefferson,50967.68,116567,31.9,43206,50322
8122,401,Kings,54430.89,2635121,34.8,944650,52782
8123,401,Livingston,52439,64373,40.4,24432,53654
8124,401,Monroe,22944.87,748680,38.6,300496,55272
8125,401,Nassau,85330.98,1363069,41.5,444136,105744
8126,401,New York,63885.63,1653877,37.1,758345,79781
8127,401,Niagara,19684.5,212675,43,87978,51656
8128,401,Oneida,35124.25,232324,41,90472,51316
8129,401,Onondaga,37453.44,467669,38.8,185840,57271
8130,401,Ontario,13576.97,109491,43.4,44269,61710
8131,401,Orange,38538.69,378174,36.9,126460,75146
8132,401,Oswego,28972.86,119833,39.8,45881,51755
8133,401,Otsego,32293.96,60750,42,23627,51254
8134,401,Putnam,41076.31,99464,43.8,34316,99608
8135,401,Queens,51957.38,2339280,38.3,777904,62008
8136,401,Rensselaer,37085.17,159800,39.9,64456,63166
8137,401,Richmond,60847.81,475948,39.9,166150,76244
8138,401,Rockland,80587.32,325027,36.2,99935,88571
8139,401,Saint Lawrence,12680,,,,
8140,401,Saratoga,25783.22,226632,42.3,93129,77548
8141,401,Schenectady,35548.84,155239,39.8,53825,61315
8142,401,Suffolk,77146.91,1497595,41,489328,92838
8143,401,Ulster,15720.34,180129,43.6,69662,61652
8144,401,Warren,12143,64701,46.2,27249,60222
8145,401,Westchester,117589.05,975321,40.6,345885,89968
8146,403,Albany,34645.44,308580,37.8,125376,62293
8147,403,Bronx,28316.86,1455846,33.6,495356,36593
8148,403,Broome,41571.39,196124,39.6,78821,49064
8149,403,Cayuga,21524.48,78319,42.5,31428,54664
8150,403,Chautauqua,30548.77,130846,42.3,52983,44304
8151,403,Chemung,24920.19,86883,41.2,34664,51251
8152,403,Dutchess,34802.38,295685,41.8,107384,75585
8153,403,Erie,19720.65,923995,40.3,386371,54006
8154,403,Franklin,17491.43,51054,40.5,18956,50733
8155,403,Jefferson,64089.75,116567,31.9,43206,50322
8156,403,Kings,31681.34,2635121,34.8,944650,52782
8157,403,Monroe,20642.24,748680,38.6,300496,55272
8158,403,Nassau,39760.72,1363069,41.5,444136,105744
8159,403,New York,37190.48,1653877,37.1,758345,79781
8160,403,Niagara,15655.92,212675,43,87978,51656
8161,403,Oneida,22663.7,232324,41,90472,51316
8162,403,Onondaga,26668.75,467669,38.8,185840,57271
8163,403,Orange,34357.12,378174,36.9,126460,75146
8164,403,Otsego,32237.44,60750,42,23627,51254
8165,403,Putnam,41253.63,99464,43.8,34316,99608
8166,403,Queens,30253.78,2339280,38.3,777904,62008
8167,403,Rensselaer,39692.66,159800,39.9,64456,63166
8168,403,Richmond,28901.47,475948,39.9,166150,76244
8169,403,Rockland,54699.91,325027,36.2,99935,88571
8170,403,Saint Lawrence,10829.41,,,,
8171,403,Saratoga,26757.4,226632,42.3,93129,77548
8172,403,Schenectady,31801.08,155239,39.8,53825,61315
8173,403,Suffolk,49944.94,1497595,41,489328,92838
8174,403,Sullivan,19565.55,75783,42.6,27679,53877
8175,403,Tompkins,18212.01,104415,30.4,38986,56200
8176,403,Warren,9247.06,64701,46.2,27249,60222
8177,403,Wayne,81725,91442,43.6,36578,53693
8178,403,Westchester,35624.5,975321,40.6,345885,89968
8179,404,Albany,29860.54,308580,37.8,125376,62293
8180,404,Bronx,23616.94,1455846,33.6,495356,36593
8181,404,Broome,26580.99,196124,39.6,78821,49064
8182,404,Cattaraugus,8079.96,78175,41.7,31723,45571
8183,404,Cayuga,15050.5,78319,42.5,31428,54664
8184,404,Chautauqua,9014.8,130846,42.3,52983,44304
8185,404,Chemung,15537.94,86883,41.2,34664,51251
8186,404,Chenango,25721.4,48763,44.4,20373,48567
8187,404,Clinton,16880.84,81224,39.4,31680,52759
8188,404,Columbia,13101.33,61481,47.4,25470,61093
8189,404,Cortland,13763.14,48334,36.2,17925,52451
8190,404,Dutchess,21149.08,295685,41.8,107384,75585
8191,404,Erie,12706.41,923995,40.3,386371,54006
8192,404,Franklin,15167.54,51054,40.5,18956,50733
8193,404,Fulton,19079.97,53955,43.4,22535,48033
8194,404,Genesee,23743.46,58537,43.2,23951,54033
8195,404,Jefferson,21418.2,116567,31.9,43206,50322
8196,404,Kings,21288.77,2635121,34.8,944650,52782
8197,404,Livingston,14274,64373,40.4,24432,53654
8198,404,Madison,17767.57,71760,41.3,26307,58365
8199,404,Monroe,15158.54,748680,38.6,300496,55272
8200,404,Nassau,31235.09,1363069,41.5,444136,105744
8201,404,New York,25990.84,1653877,37.1,758345,79781
8202,404,Niagara,15160.61,212675,43,87978,51656
8203,404,Oneida,14310.2,232324,41,90472,51316
8204,404,Onondaga,29272.97,467669,38.8,185840,57271
8205,404,Ontario,12563.69,109491,43.4,44269,61710
8206,404,Orange,25487.05,378174,36.9,126460,75146
8207,404,Orleans,6104,41584,42.8,16214,49223
8208,404,Oswego,14263.44,119833,39.8,45881,51755
8209,404,Otsego,24526.73,60750,42,23627,51254
8210,404,Putnam,44197.9,99464,43.8,34316,99608
8211,404,Queens,22690.78,2339280,38.3,777904,62008
8212,404,Rensselaer,19751.9,159800,39.9,64456,63166
8213,404,Richmond,23653.81,475948,39.9,166150,76244
8214,404,Rockland,34983.43,325027,36.2,99935,88571
8215,404,Saint Lawrence,12995.32,,,,
8216,404,Saratoga,23252.41,226632,42.3,93129,77548
8217,404,Schenectady,16992.57,155239,39.8,53825,61315
8218,404,Schuyler,8502.47,18112,45.7,7444,47810
8219,404,Steuben,18812.09,97539,42.4,40351,50157
8220,404,Suffolk,32475.42,1497595,41,489328,92838
8221,404,Sullivan,15187.01,75783,42.6,27679,53877
8222,404,Tompkins,9275.92,104415,30.4,38986,56200
8223,404,Ulster,14058.11,180129,43.6,69662,61652
8224,404,Warren,12547.65,64701,46.2,27249,60222
8225,404,Wayne,13469.1,91442,43.6,36578,53693
8226,404,Westchester,37279.51,975321,40.6,345885,89968
8227,404,Wyoming,7020.94,40886,41.8,15686,55459
8228,405,Albany,85318.19,308580,37.8,125376,62293
8229,405,Bronx,119169.7,1455846,33.6,495356,36593
8230,405,Broome,79111.98,196124,39.6,78821,49064
8231,405,Cattaraugus,17026.17,78175,41.7,31723,45571
8232,405,Cayuga,26759.04,78319,42.5,31428,54664
8233,405,Chautauqua,36207.72,130846,42.3,52983,44304
8234,405,Chemung,37584.68,86883,41.2,34664,51251
8235,405,Chenango,71981.85,48763,44.4,20373,48567
8236,405,Clinton,69372.97,81224,39.4,31680,52759
8237,405,Columbia,53737.53,61481,47.4,25470,61093
8238,405,Cortland,26914.31,48334,36.2,17925,52451
8239,405,Delaware,5349.64,45950,47,19098,47921
8240,405,Dutchess,65109.63,295685,41.8,107384,75585
8241,405,Erie,67123.07,923995,40.3,386371,54006
8242,405,Franklin,48673.35,51054,40.5,18956,50733
8243,405,Genesee,27596.37,58537,43.2,23951,54033
8244,405,Jefferson,31177.26,116567,31.9,43206,50322
8245,405,Kings,77051.46,2635121,34.8,944650,52782
8246,405,Lewis,13748.29,26845,41.8,10236,51475
8247,405,Livingston,32037.28,64373,40.4,24432,53654
8248,405,Madison,84963.82,71760,41.3,26307,58365
8249,405,Monroe,55900.43,748680,38.6,300496,55272
8250,405,Montgomery,16954,49500,41.1,19700,47449
8251,405,Nassau,110284.92,1363069,41.5,444136,105744
8252,405,New York,110628.26,1653877,37.1,758345,79781
8253,405,Niagara,30271.32,212675,43,87978,51656
8254,405,Oneida,53840.41,232324,41,90472,51316
8255,405,Onondaga,70702.89,467669,38.8,185840,57271
8256,405,Ontario,50020.34,109491,43.4,44269,61710
8257,405,Orange,82731.82,378174,36.9,126460,75146
8258,405,Oswego,24427.51,119833,39.8,45881,51755
8259,405,Otsego,46079.39,60750,42,23627,51254
8260,405,Putnam,50298.76,99464,43.8,34316,99608
8261,405,Queens,98381.98,2339280,38.3,777904,62008
8262,405,Rensselaer,53423.92,159800,39.9,64456,63166
8263,405,Richmond,97057.16,475948,39.9,166150,76244
8264,405,Rockland,97774.32,325027,36.2,99935,88571
8265,405,Saint Lawrence,16815.42,,,,
8266,405,Saratoga,66159.1,226632,42.3,93129,77548
8267,405,Schenectady,65841.39,155239,39.8,53825,61315
8268,405,Steuben,18878.83,97539,42.4,40351,50157
8269,405,Suffolk,134301.74,1497595,41,489328,92838
8270,405,Sullivan,120437.8,75783,42.6,27679,53877
8271,405,Tompkins,15388.15,104415,30.4,38986,56200
8272,405,Ulster,55306.91,180129,43.6,69662,61652
8273,405,Warren,55306.42,64701,46.2,27249,60222
8274,405,Wayne,25130.4,91442,43.6,36578,53693
8275,405,Westchester,110638.75,975321,40.6,345885,89968
8276,420,Albany,20697.03,308580,37.8,125376,62293
